id_venta,id_cliente,id_producto,cantidad,fecha
930,125,337,11,3/24/2022
931,193,852,13,3/23/2022
932,1,669,11,3/21/2022
933,155,715,8,3/21/2022
934,190,151,12,3/8/2022
935,34,478,7,3/26/2022
936,65,967,9,3/20/2022
937,164,448,15,3/3/2022
938,255,747,7,3/5/2022
939,202,541,7,3/13/2022
940,187,527,1,3/4/2022
941,42,243,11,3/14/2022
942,260,808,13,3/7/2022
943,252,328,5,3/17/2022
944,152,89,4,3/3/2022
945,51,110,6,3/3/2022
946,286,848,15,3/8/2022
947,12,528,13,3/28/2022
948,251,259,12,3/3/2022
949,90,103,9,3/7/2022
950,20,525,8,3/6/2022
951,136,916,3,3/20/2022
952,245,8,12,3/13/2022
953,71,221,5,3/17/2022
954,263,374,11,3/6/2022
955,158,50,6,3/4/2022
956,213,113,11,3/19/2022
957,85,104,6,3/27/2022
958,3,193,8,3/2/2022
959,196,459,14,3/23/2022
960,167,721,15,3/26/2022
961,18,490,4,3/13/2022
962,21,789,15,3/5/2022
963,39,748,5,3/23/2022
964,77,412,3,3/11/2022
965,115,973,13,3/8/2022
966,113,116,14,3/17/2022
967,121,389,7,3/28/2022
968,122,5,10,3/12/2022
969,56,917,5,3/3/2022
970,22,120,8,3/15/2022
971,270,942,12,3/3/2022
972,294,245,12,3/28/2022
973,49,505,10,3/8/2022
974,33,389,4,3/13/2022
975,178,770,7,3/7/2022
976,221,566,12,3/30/2022
977,82,708,5,3/16/2022
978,285,364,10,3/20/2022
979,71,512,1,3/1/2022
980,85,870,9,3/3/2022
981,177,856,4,3/29/2022
982,14,994,9,3/17/2022
983,23,40,14,3/18/2022
984,55,936,8,3/28/2022
985,271,646,8,3/6/2022
986,274,774,15,3/30/2022
987,99,769,15,3/11/2022
988,215,2,3,3/11/2022
989,32,954,4,3/16/2022
990,284,989,5,3/6/2022
991,1,934,1,3/25/2022
992,126,370,7,3/16/2022
993,46,814,14,3/2/2022
994,276,39,12,3/3/2022
995,138,621,6,3/13/2022
996,270,152,12,3/18/2022
997,219,958,2,3/1/2022
998,171,89,2,3/9/2022
999,214,719,4,3/5/2022
1000,261,584,15,3/26/2022
