id_venta,id_cliente,id_producto,cantidad,fecha
930,263,87,5,3/25/2022
931,33,423,11,3/16/2022
932,54,466,8,3/8/2022
933,290,20,2,3/2/2022
934,141,77,12,3/22/2022
935,221,500,3,3/12/2022
936,84,600,5,3/11/2022
937,230,670,9,3/26/2022
938,76,129,8,3/25/2022
939,28,322,10,3/28/2022
940,4,587,15,3/29/2022
941,221,575,14,3/22/2022
942,236,777,9,3/26/2022
943,214,236,10,3/11/2022
944,49,11,10,3/24/2022
945,89,339,7,3/24/2022
946,70,808,13,3/6/2022
947,155,150,1,3/22/2022
948,283,565,4,3/22/2022
949,66,653,12,3/29/2022
950,5,230,13,3/11/2022
951,24,463,2,3/12/2022
952,43,495,13,3/21/2022
953,16,266,2,3/21/2022
954,293,356,10,3/30/2022
955,161,632,8,3/28/2022
956,85,684,3,3/10/2022
957,145,954,11,3/15/2022
958,73,323,3,3/12/2022
959,280,749,4,3/21/2022
960,125,698,5,3/21/2022
961,22,384,1,3/9/2022
962,126,164,4,3/27/2022
963,65,610,7,3/1/2022
964,63,910,3,3/13/2022
965,156,192,9,3/1/2022
966,123,350,8,3/22/2022
967,211,67,11,3/19/2022
968,151,94,12,3/25/2022
969,286,474,7,3/10/2022
970,120,487,3,3/30/2022
971,219,658,11,3/23/2022
972,206,872,14,3/2/2022
973,154,922,2,3/2/2022
974,15,30,8,3/26/2022
975,22,995,4,3/1/2022
976,74,891,9,3/5/2022
977,84,869,14,3/15/2022
978,200,837,3,3/27/2022
979,215,943,6,3/10/2022
980,57,74,10,3/11/2022
981,262,266,5,3/29/2022
982,283,635,12,3/29/2022
983,89,141,8,3/27/2022
984,67,239,1,3/29/2022
985,32,529,1,3/25/2022
986,241,988,13,3/14/2022
987,86,313,1,3/9/2022
988,187,25,1,3/15/2022
989,187,299,7,3/4/2022
990,262,77,8,3/21/2022
991,260,775,1,3/19/2022
992,45,402,13,3/22/2022
993,119,468,14,3/12/2022
994,288,915,12,3/5/2022
995,206,355,11,3/17/2022
996,46,463,3,3/29/2022
997,249,69,6,3/22/2022
998,211,185,3,3/14/2022
999,268,990,8,3/20/2022
1000,221,215,1,3/7/2022
